,source_ip,destination_ip,protocol,top_layer,packet_length,packet_number,capture_time,timestamp,udp_source_port,udp_destination_port,dns_query,dns_response,dns_type,dns_class,query_count,answer_count,authority_count,source_port,destination_port,tcp_flags,sequence_number,acknowledgement,tls
142,87.248.107.206,172.20.146.77,6,TLS,1394,143,2024-03-28 01:46:22.283751,1711586782.283751600,,,,,,,,,,443,48890,0x0010,215474,753,TLS_Packet_Captured
143,172.20.146.77,87.248.107.206,6,TCP,54,144,2024-03-28 01:46:22.283758,1711586782.283757900,,,,,,,,,,48890,443,0x0010,753,216814,
144,87.248.107.206,172.20.146.77,6,TLS,2098,145,2024-03-28 01:46:22.286340,1711586782.286340400,,,,,,,,,,443,48890,0x0010,216814,753,TLS_Packet_Captured
145,172.20.146.77,87.248.107.206,6,TCP,54,146,2024-03-28 01:46:22.286358,1711586782.286358200,,,,,,,,,,48890,443,0x0010,753,218858,
146,87.248.107.206,172.20.146.77,6,TLS,9434,147,2024-03-28 01:46:22.286859,1711586782.286859300,,,,,,,,,,443,48890,0x0010,218858,753,TLS_Packet_Captured
147,172.20.146.77,87.248.107.206,6,TCP,54,148,2024-03-28 01:46:22.286874,1711586782.286873500,,,,,,,,,,48890,443,0x0010,753,228238,
148,87.248.107.206,172.20.146.77,6,TLS,2352,149,2024-03-28 01:46:22.287001,1711586782.287001100,,,,,,,,,,443,48890,0x0018,228238,753,TLS_Packet_Captured
149,172.20.146.77,87.248.107.206,6,TCP,54,150,2024-03-28 01:46:22.287013,1711586782.287012900,,,,,,,,,,48890,443,0x0010,753,230536,
150,87.248.107.206,172.20.146.77,6,TLS,1376,151,2024-03-28 01:46:22.451572,1711586782.451572200,,,,,,,,,,443,48890,0x0018,230536,753,TLS_Packet_Captured
151,87.248.107.206,172.20.146.77,6,TLS,1394,152,2024-03-28 01:46:22.451572,1711586782.451572400,,,,,,,,,,443,48890,0x0010,231858,753,TLS_Packet_Captured
152,172.20.146.77,87.248.107.206,6,TCP,54,153,2024-03-28 01:46:22.451593,1711586782.451592900,,,,,,,,,,48890,443,0x0010,753,231858,
153,172.20.146.77,87.248.107.206,6,TCP,54,154,2024-03-28 01:46:22.451625,1711586782.451624700,,,,,,,,,,48890,443,0x0010,753,233198,
154,87.248.107.206,172.20.146.77,6,TLS,1358,155,2024-03-28 01:46:22.451843,1711586782.451842800,,,,,,,,,,443,48890,0x0018,233198,753,TLS_Packet_Captured
155,87.248.107.206,172.20.146.77,6,TLS,1394,156,2024-03-28 01:46:22.451843,1711586782.451842900,,,,,,,,,,443,48890,0x0010,234502,753,TLS_Packet_Captured
156,172.20.146.77,87.248.107.206,6,TCP,54,157,2024-03-28 01:46:22.451854,1711586782.451853700,,,,,,,,,,48890,443,0x0010,753,234502,
157,172.20.146.77,87.248.107.206,6,TCP,54,158,2024-03-28 01:46:22.451880,1711586782.451880500,,,,,,,,,,48890,443,0x0010,753,235842,
158,87.248.107.206,172.20.146.77,6,TLS,4002,159,2024-03-28 01:46:22.458707,1711586782.458706900,,,,,,,,,,443,48890,0x0018,235842,753,TLS_Packet_Captured
