,source_ip,destination_ip,protocol,top_layer,packet_length,packet_number,capture_time,timestamp,udp_source_port,udp_destination_port,dns_query,dns_response,dns_type,dns_class,query_count,answer_count,authority_count,source_port,destination_port,tcp_flags,sequence_number,acknowledgement,tls
81,18.154.161.80,172.20.146.77,6,TLS,2734,82,2024-03-28 01:37:35.037140,1711586255.037140200,,,,,,,,,,443,36090,0x0018,1,518,TLS_Packet_Captured
82,18.154.161.80,172.20.146.77,6,TCP,1394,83,2024-03-28 01:37:35.037141,1711586255.037140500,,,,,,,,,,443,36090,0x0010,2681,518,
83,172.20.146.77,18.154.161.80,6,TCP,54,84,2024-03-28 01:37:35.037187,1711586255.037186800,,,,,,,,,,36090,443,0x0010,518,2681,
84,172.20.146.77,18.154.161.80,6,TCP,54,85,2024-03-28 01:37:35.037193,1711586255.037193100,,,,,,,,,,36090,443,0x0010,518,4021,
85,18.154.161.80,172.20.146.77,6,TLS,250,86,2024-03-28 01:37:35.039733,1711586255.039732600,,,,,,,,,,443,36090,0x0018,5361,518,TLS_Packet_Captured
86,172.20.146.77,18.154.161.80,6,TCP,66,87,2024-03-28 01:37:35.039750,1711586255.039750200,,,,,,,,,,36090,443,0x0010,518,4021,
87,18.154.161.80,172.20.146.77,6,DATA,1394,88,2024-03-28 01:37:35.048399,1711586255.048399400,,,,,,,,,,443,36090,0x0010,4021,518,
88,18.154.161.80,172.20.146.77,6,TCP,54,89,2024-03-28 01:37:35.048400,1711586255.048399600,,,,,,,,,,443,36090,0x0010,1,518,
89,172.20.146.77,18.154.161.80,6,TCP,54,90,2024-03-28 01:37:35.048444,1711586255.048443900,,,,,,,,,,36090,443,0x0010,518,5557,
90,172.20.146.77,18.154.161.80,6,TCP,54,91,2024-03-28 01:37:35.048450,1711586255.048449500,,,,,,,,,,36090,443,0x0010,518,5557,
91,172.20.146.77,18.154.161.80,6,TLS,118,92,2024-03-28 01:37:35.050389,1711586255.050389300,,,,,,,,,,36090,443,0x0018,518,5557,TLS_Packet_Captured
92,172.20.146.77,18.154.161.80,6,TLS,224,93,2024-03-28 01:37:35.050559,1711586255.050558800,,,,,,,,,,36090,443,0x0018,582,5557,TLS_Packet_Captured
93,18.154.161.80,172.20.146.77,6,TLS,200,94,2024-03-28 01:37:35.092927,1711586255.092927400,,,,,,,,,,443,36090,0x0018,5557,582,TLS_Packet_Captured
94,172.20.146.77,18.154.161.80,6,TCP,54,95,2024-03-28 01:37:35.092947,1711586255.092947000,,,,,,,,,,36090,443,0x0010,752,5703,
95,18.154.161.80,172.20.146.77,6,TCP,54,96,2024-03-28 01:37:35.101904,1711586255.101904100,,,,,,,,,,443,36090,0x0010,5557,582,
96,18.154.161.80,172.20.146.77,6,TLS,1394,97,2024-03-28 01:37:35.101904,1711586255.101904300,,,,,,,,,,443,36090,0x0010,5703,752,TLS_Packet_Captured
97,172.20.146.77,18.154.161.80,6,TCP,54,98,2024-03-28 01:37:35.101941,1711586255.101941300,,,,,,,,,,36090,443,0x0010,752,7043,
98,18.154.161.80,172.20.146.77,6,TCP,1394,99,2024-03-28 01:37:35.104233,1711586255.104232800,,,,,,,,,,443,36090,0x0018,7043,752,
99,18.154.161.80,172.20.146.77,6,TCP,1394,100,2024-03-28 01:37:35.104233,1711586255.104233000,,,,,,,,,,443,36090,0x0010,8383,752,
100,172.20.146.77,18.154.161.80,6,TCP,54,101,2024-03-28 01:37:35.104242,1711586255.104241700,,,,,,,,,,36090,443,0x0010,752,8383,
101,172.20.146.77,18.154.161.80,6,TCP,54,102,2024-03-28 01:37:35.104312,1711586255.104312500,,,,,,,,,,36090,443,0x0010,752,9723,
102,18.154.161.80,172.20.146.77,6,TCP,1394,103,2024-03-28 01:37:35.105494,1711586255.105494500,,,,,,,,,,443,36090,0x0018,9723,752,
103,18.154.161.80,172.20.146.77,6,TCP,2734,104,2024-03-28 01:37:35.105495,1711586255.105494700,,,,,,,,,,443,36090,0x0018,11063,752,
104,18.154.161.80,172.20.146.77,6,TCP,2734,105,2024-03-28 01:37:35.105495,1711586255.105494700,,,,,,,,,,443,36090,0x0018,13743,752,
105,18.154.161.80,172.20.146.77,6,TCP,2734,106,2024-03-28 01:37:35.105495,1711586255.105494800,,,,,,,,,,443,36090,0x0018,16423,752,
106,18.154.161.80,172.20.146.77,6,TCP,2734,107,2024-03-28 01:37:35.105495,1711586255.105494800,,,,,,,,,,443,36090,0x0018,19103,752,
107,172.20.146.77,18.154.161.80,6,TCP,54,108,2024-03-28 01:37:35.105504,1711586255.105504300,,,,,,,,,,36090,443,0x0010,752,11063,
108,172.20.146.77,18.154.161.80,6,TCP,54,109,2024-03-28 01:37:35.105546,1711586255.105545800,,,,,,,,,,36090,443,0x0010,752,13743,
109,172.20.146.77,18.154.161.80,6,TCP,54,110,2024-03-28 01:37:35.105549,1711586255.105549400,,,,,,,,,,36090,443,0x0010,752,16423,
110,172.20.146.77,18.154.161.80,6,TCP,54,111,2024-03-28 01:37:35.105551,1711586255.105551100,,,,,,,,,,36090,443,0x0010,752,19103,
111,172.20.146.77,18.154.161.80,6,TCP,54,112,2024-03-28 01:37:35.105552,1711586255.105552500,,,,,,,,,,36090,443,0x0010,752,21783,
112,18.154.161.80,172.20.146.77,6,TLS,2734,113,2024-03-28 01:37:35.108005,1711586255.108004500,,,,,,,,,,443,36090,0x0018,21783,752,TLS_Packet_Captured
113,172.20.146.77,18.154.161.80,6,TCP,54,114,2024-03-28 01:37:35.108013,1711586255.108013300,,,,,,,,,,36090,443,0x0010,752,24463,
114,18.154.161.80,172.20.146.77,6,TCP,1394,115,2024-03-28 01:37:35.108263,1711586255.108262500,,,,,,,,,,443,36090,0x0010,24463,752,
115,18.154.161.80,172.20.146.77,6,TCP,1394,116,2024-03-28 01:37:35.112014,1711586255.112013700,,,,,,,,,,443,36090,0x0018,25803,752,
116,18.154.161.80,172.20.146.77,6,TCP,2734,117,2024-03-28 01:37:35.112014,1711586255.112013900,,,,,,,,,,443,36090,0x0018,27143,752,
117,18.154.161.80,172.20.146.77,6,TCP,2734,118,2024-03-28 01:37:35.112014,1711586255.112013900,,,,,,,,,,443,36090,0x0018,29823,752,
118,18.154.161.80,172.20.146.77,6,TCP,1394,119,2024-03-28 01:37:35.112014,1711586255.112013900,,,,,,,,,,443,36090,0x0010,32503,752,
119,172.20.146.77,18.154.161.80,6,TCP,54,120,2024-03-28 01:37:35.112025,1711586255.112024500,,,,,,,,,,36090,443,0x0010,752,27143,
120,172.20.146.77,18.154.161.80,6,TCP,54,121,2024-03-28 01:37:35.112096,1711586255.112095800,,,,,,,,,,36090,443,0x0010,752,33843,
121,18.154.161.80,172.20.146.77,6,TCP,1394,122,2024-03-28 01:37:35.112394,1711586255.112393800,,,,,,,,,,443,36090,0x0018,33843,752,
122,18.154.161.80,172.20.146.77,6,TCP,2734,123,2024-03-28 01:37:35.112394,1711586255.112393900,,,,,,,,,,443,36090,0x0018,35183,752,
123,172.20.146.77,18.154.161.80,6,TCP,54,124,2024-03-28 01:37:35.112467,1711586255.112467000,,,,,,,,,,36090,443,0x0010,752,37863,
124,18.154.161.80,172.20.146.77,6,TLS,2734,125,2024-03-28 01:37:35.116655,1711586255.116655200,,,,,,,,,,443,36090,0x0018,37863,752,TLS_Packet_Captured
125,18.154.161.80,172.20.146.77,6,TCP,1394,126,2024-03-28 01:37:35.116655,1711586255.116655400,,,,,,,,,,443,36090,0x0010,40543,752,
126,172.20.146.77,18.154.161.80,6,TCP,54,127,2024-03-28 01:37:35.116729,1711586255.116729200,,,,,,,,,,36090,443,0x0010,752,41883,
127,18.154.161.80,172.20.146.77,6,TCP,1394,128,2024-03-28 01:37:35.117115,1711586255.117115300,,,,,,,,,,443,36090,0x0018,41883,752,
128,18.154.161.80,172.20.146.77,6,TCP,2734,129,2024-03-28 01:37:35.118822,1711586255.118822000,,,,,,,,,,443,36090,0x0018,43223,752,
129,18.154.161.80,172.20.146.77,6,TCP,1394,130,2024-03-28 01:37:35.119376,1711586255.119375700,,,,,,,,,,443,36090,0x0010,45903,752,
130,18.154.161.80,172.20.146.77,6,TCP,1394,131,2024-03-28 01:37:35.122408,1711586255.122408400,,,,,,,,,,443,36090,0x0010,47243,752,
131,172.20.146.77,18.154.161.80,6,TCP,54,132,2024-03-28 01:37:35.123142,1711586255.123141700,,,,,,,,,,36090,443,0x0010,752,48583,
132,18.154.161.80,172.20.146.77,6,TCP,1394,133,2024-03-28 01:37:35.124682,1711586255.124682500,,,,,,,,,,443,36090,0x0018,48583,752,
133,18.154.161.80,172.20.146.77,6,TCP,2734,134,2024-03-28 01:37:35.124683,1711586255.124682700,,,,,,,,,,443,36090,0x0018,49923,752,
134,172.20.146.77,18.154.161.80,6,TCP,54,135,2024-03-28 01:37:35.124720,1711586255.124719600,,,,,,,,,,36090,443,0x0010,752,52603,
135,18.154.161.80,172.20.146.77,6,TCP,1394,136,2024-03-28 01:37:35.126782,1711586255.126782100,,,,,,,,,,443,36090,0x0010,52603,752,
136,18.154.161.80,172.20.146.77,6,TLS,1394,137,2024-03-28 01:37:35.128081,1711586255.128080900,,,,,,,,,,443,36090,0x0018,53943,752,TLS_Packet_Captured
137,18.154.161.80,172.20.146.77,6,TLS,1841,138,2024-03-28 01:37:35.128081,1711586255.128081000,,,,,,,,,,443,36090,0x0018,55283,752,TLS_Packet_Captured
138,172.20.146.77,18.154.161.80,6,TCP,54,139,2024-03-28 01:37:35.128089,1711586255.128089500,,,,,,,,,,36090,443,0x0010,752,55283,
139,172.20.146.77,18.154.161.80,6,TCP,54,140,2024-03-28 01:37:35.128161,1711586255.128160900,,,,,,,,,,36090,443,0x0010,752,57070,
140,172.20.146.77,18.154.161.80,6,TCP,54,141,2024-03-28 01:37:35.131049,1711586255.131048600,,,,,,,,,,36088,443,0x0011,752,57369,
141,172.20.146.77,172.20.144.1,17,DNS,77,142,2024-03-28 01:37:35.132453,1711586255.132452700,50994,53,www.express.co.uk,,1,0x0001,1,0,0,,,,,,
142,172.20.146.77,172.20.144.1,17,DNS,77,143,2024-03-28 01:37:35.132456,1711586255.132456200,50994,53,www.express.co.uk,,28,0x0001,1,0,0,,,,,,
143,172.20.144.1,172.20.146.77,17,DNS,230,144,2024-03-28 01:37:35.133290,1711586255.133290300,53,50994,www.express.co.uk,www.express.co.uk,1,0x0001,1,5,0,,,,,,
144,172.20.144.1,172.20.146.77,17,DNS,390,145,2024-03-28 01:37:35.133616,1711586255.133616000,53,50994,www.express.co.uk,www.express.co.uk,28,0x0001,1,9,0,,,,,,
145,172.20.146.77,18.154.161.80,6,TCP,74,146,2024-03-28 01:37:35.134273,1711586255.134272600,,,,,,,,,,36092,443,0x0002,0,0,
146,18.154.161.80,172.20.146.77,6,TCP,54,147,2024-03-28 01:37:35.181564,1711586255.181563800,,,,,,,,,,443,36088,0x0011,57369,753,
147,172.20.146.77,18.154.161.80,6,TCP,54,148,2024-03-28 01:37:35.181588,1711586255.181587700,,,,,,,,,,36088,443,0x0010,753,57370,
148,18.154.161.80,172.20.146.77,6,TCP,66,149,2024-03-28 01:37:35.184145,1711586255.184145200,,,,,,,,,,443,36092,0x0012,0,1,
149,172.20.146.77,18.154.161.80,6,TCP,54,150,2024-03-28 01:37:35.184195,1711586255.184194800,,,,,,,,,,36092,443,0x0010,1,1,
150,172.20.146.77,18.154.161.80,6,TLS,571,151,2024-03-28 01:37:35.238215,1711586255.238215500,,,,,,,,,,36092,443,0x0018,1,1,TLS_Packet_Captured
151,18.154.161.80,172.20.146.77,6,TCP,54,152,2024-03-28 01:37:35.302401,1711586255.302400800,,,,,,,,,,443,36092,0x0010,1,518,
152,18.154.161.80,172.20.146.77,6,TLS,2734,153,2024-03-28 01:37:35.302401,1711586255.302401000,,,,,,,,,,443,36092,0x0018,1,518,TLS_Packet_Captured
153,18.154.161.80,172.20.146.77,6,TLS,2930,154,2024-03-28 01:37:35.302401,1711586255.302401000,,,,,,,,,,443,36092,0x0018,2681,518,TLS_Packet_Captured
154,172.20.146.77,18.154.161.80,6,TCP,54,155,2024-03-28 01:37:35.302425,1711586255.302424900,,,,,,,,,,36092,443,0x0010,518,2681,
155,172.20.146.77,18.154.161.80,6,TCP,54,156,2024-03-28 01:37:35.302458,1711586255.302457600,,,,,,,,,,36092,443,0x0010,518,5557,
156,172.20.146.77,18.154.161.80,6,TLS,118,157,2024-03-28 01:37:35.304519,1711586255.304518700,,,,,,,,,,36092,443,0x0018,518,5557,TLS_Packet_Captured
157,172.20.146.77,18.154.161.80,6,TLS,224,158,2024-03-28 01:37:35.304700,1711586255.304700100,,,,,,,,,,36092,443,0x0018,582,5557,TLS_Packet_Captured
158,18.154.161.80,172.20.146.77,6,TLS,200,159,2024-03-28 01:37:35.349145,1711586255.349145100,,,,,,,,,,443,36092,0x0018,5557,582,TLS_Packet_Captured
159,172.20.146.77,18.154.161.80,6,TCP,54,160,2024-03-28 01:37:35.349168,1711586255.349167800,,,,,,,,,,36092,443,0x0010,752,5703,
160,18.154.161.80,172.20.146.77,6,TCP,54,161,2024-03-28 01:37:35.349395,1711586255.349395000,,,,,,,,,,443,36092,0x0010,5557,582,
